
Calibration date of EPC10_USB: 27-Jun-2018

ElProScan hardware configuration:
  ELP 3
  ElProScan Version:  4
  Baudrate:     9600
 Piezo: 
  Range:       1.00000000E+02 um

 Ranges of step motors:
  XX axis:      5.00000000E+04 um
  YY axis:      5.00000000E+04 um
  ZZ axis:      4.00000000E+04 um

Lib Version: 1.A.043  Lib date: 05.07.2010
OS Version: 0.  OS date: E3.07.0016
Connected to CPU on Slot  1, Layer  0
Program    665 installed as task     16, Version: F2.A.000
maxsecm version:     14
Program    785 installed as task     18, Version: F2.A.000
maxscan version:     14
mdd version (X-C16-3):   21561348
mdd version (X-DA16-4):   21692422
mdd version (X-AD16-4):   21495811
mdd version (X-AD16-4 ShearForce):   21495811
ElProScan: Initialization was successful
Program  40967 installed as task    768, Version: 1.F.000
Program  40968 installed as task    784, Version: 1.E.000
Position controller detected
:A ASI-MS2000-XYUL-ZUL-USB 
Dialog file loaded: "Amplifier.dia".
Batch processing started as sender, polling.


Welcome to PatchMaster - v2x90.3 beta, 30-Aug-2017
Configuration file: "C:\HEKA\Patchmaster\Redox_Fura.set"

New file opened read-write: 
  "C:\HEKA\Data\REDOX\2018\06 - June\28.06.2018\M1\18062801.dat". 
Imaging: communication breakdown! 
Execute protocol:   Initialize
Execute protocol:   CA_Go
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      3	   4.8175E+03	   1.3673E-10	   2.4949E+01
NewY:   <--       Line Scan   4 of  51
      4	   4.8340E+03	   1.3901E-10	   2.4949E+01
NewY:   -->       Line Scan   5 of  51
      5	   4.8505E+03	   1.3946E-10	   2.4949E+01
NewY:   <--       Line Scan   6 of  51
      6	   4.8675E+03	   1.4170E-10	   2.4949E+01
NewY:   -->       Line Scan   7 of  51
      7	   4.8838E+03	   1.4317E-10	   2.4949E+01
NewY:   <--       Line Scan   8 of  51
      8	   4.9000E+03	   1.4458E-10	   2.4949E+01
NewY:   -->       Line Scan   9 of  51
      9	   4.9160E+03	   1.4534E-10	   2.4949E+01
NewY:   <--       Line Scan  10 of  51
     10	   4.9319E+03	   1.4654E-10	   2.4949E+01
NewY:   -->       Line Scan  11 of  51
     11	   4.9485E+03	   1.4762E-10	   2.4949E+01
NewY:   <--       Line Scan  12 of  51
     12	   4.9649E+03	   1.4911E-10	   2.4949E+01
NewY:   -->       Line Scan  13 of  51
     13	   4.9813E+03	   1.5026E-10	   2.4949E+01
NewY:   <--       Line Scan  14 of  51
     14	   4.9973E+03	   1.5188E-10	   2.4949E+01
NewY:   -->       Line Scan  15 of  51
     15	   5.0133E+03	   1.5241E-10	   2.4949E+01
NewY:   <--       Line Scan  16 of  51
     16	   5.0299E+03	   1.5431E-10	   2.4949E+01
NewY:   -->       Line Scan  17 of  51
     17	   5.0463E+03	   1.5475E-10	   2.4949E+01
NewY:   <--       Line Scan  18 of  51
     18	   5.0627E+03	   1.5629E-10	   2.4949E+01
NewY:   -->       Line Scan  19 of  51
     19	   5.0789E+03	   1.5741E-10	   2.4949E+01
NewY:   <--       Line Scan  20 of  51
     20	   5.0949E+03	   1.5904E-10	   2.4949E+01
NewY:   -->       Line Scan  21 of  51
     21	   5.1114E+03	   1.5959E-10	   2.4949E+01
NewY:   <--       Line Scan  22 of  51
     22	   5.1280E+03	   1.6117E-10	   2.4949E+01
NewY:   -->       Line Scan  23 of  51
     23	   5.1442E+03	   1.6151E-10	   2.4949E+01
NewY:   <--       Line Scan  24 of  51
     24	   5.1607E+03	   1.6331E-10	   2.4949E+01
NewY:   -->       Line Scan  25 of  51
     25	   5.1768E+03	   1.6447E-10	   2.4949E+01
NewY:   <--       Line Scan  26 of  51
     26	   5.1928E+03	   1.6624E-10	   2.4949E+01
NewY:   -->       Line Scan  27 of  51
     27	   5.2096E+03	   1.6688E-10	   2.4949E+01
NewY:   <--       Line Scan  28 of  51
     28	   5.2258E+03	   1.6898E-10	   2.4949E+01
NewY:   -->       Line Scan  29 of  51
     29	   5.2421E+03	   1.6941E-10	   2.4949E+01
NewY:   <--       Line Scan  30 of  51
     30	   5.2584E+03	   1.7107E-10	   2.4949E+01
NewY:   -->       Line Scan  31 of  51
     31	   5.2746E+03	   1.7162E-10	   2.4949E+01
NewY:   <--       Line Scan  32 of  51
     32	   5.2903E+03	   1.7352E-10	   2.4949E+01
NewY:   -->       Line Scan  33 of  51
     33	   5.3071E+03	   1.7385E-10	   2.4949E+01
NewY:   <--       Line Scan  34 of  51
     34	   5.3230E+03	   1.7571E-10	   2.4949E+01
NewY:   -->       Line Scan  35 of  51
     35	   5.3398E+03	   1.7614E-10	   2.4949E+01
NewY:   <--       Line Scan  36 of  51
     36	   5.3559E+03	   1.7805E-10	   2.4949E+01
NewY:   -->       Line Scan  37 of  51
     37	   5.3721E+03	   1.7882E-10	   2.4949E+01
NewY:   <--       Line Scan  38 of  51
     38	   5.3882E+03	   1.8054E-10	   2.4949E+01
NewY:   -->       Line Scan  39 of  51
     39	   5.4046E+03	   1.8083E-10	   2.4949E+01
NewY:   <--       Line Scan  40 of  51
     40	   5.4208E+03	   1.8240E-10	   2.4949E+01
NewY:   -->       Line Scan  41 of  51
     41	   5.4371E+03	   1.8288E-10	   2.4949E+01
NewY:   <--       Line Scan  42 of  51
     42	   5.4539E+03	   1.8449E-10	   2.4949E+01
NewY:   -->       Line Scan  43 of  51
     43	   5.4703E+03	   1.8495E-10	   2.4949E+01
NewY:   <--       Line Scan  44 of  51
     44	   5.4865E+03	   1.8656E-10	   2.4949E+01
NewY:   -->       Line Scan  45 of  51
     45	   5.5030E+03	   1.8701E-10	   2.4949E+01
NewY:   <--       Line Scan  46 of  51
     46	   5.5190E+03	   1.8875E-10	   2.4949E+01
NewY:   -->       Line Scan  47 of  51
     47	   5.5355E+03	   1.8912E-10	   2.4949E+01
NewY:   <--       Line Scan  48 of  51
     48	   5.5521E+03	   1.9081E-10	   2.4949E+01
NewY:   -->       Line Scan  49 of  51
     49	   5.5684E+03	   1.9148E-10	   2.4949E+01
NewY:   <--       Line Scan  50 of  51
     50	   5.5850E+03	   1.9293E-10	   2.4949E+01
NewY:   -->       Line Scan  51 of  51
     51	   5.6014E+03	   1.9332E-10	   2.4949E+01
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   4.4958E+03	   1.7552E-10	   2.4979E+01
      2	   4.5161E+03	   1.7701E-10	   2.4979E+01
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   4.6095E+03	   1.0509E-10	   2.4992E+01
      2	   4.6301E+03	   1.0677E-10	   2.4992E+01
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   4.7826E+03	   1.3621E-10	   2.4949E+01
      2	   4.8015E+03	   1.3622E-10	   2.4949E+01
      3	   4.8175E+03	   1.3673E-10	   2.4949E+01
      4	   4.8340E+03	   1.3901E-10	   2.4949E+01
      5	   4.8505E+03	   1.3946E-10	   2.4949E+01
      6	   4.8675E+03	   1.4170E-10	   2.4949E+01
      7	   4.8838E+03	   1.4317E-10	   2.4949E+01
      8	   4.9000E+03	   1.4458E-10	   2.4949E+01
      9	   4.9160E+03	   1.4534E-10	   2.4949E+01
     10	   4.9319E+03	   1.4654E-10	   2.4949E+01
     11	   4.9485E+03	   1.4762E-10	   2.4949E+01
     12	   4.9649E+03	   1.4911E-10	   2.4949E+01
     13	   4.9813E+03	   1.5026E-10	   2.4949E+01
     14	   4.9973E+03	   1.5188E-10	   2.4949E+01
     15	   5.0133E+03	   1.5241E-10	   2.4949E+01
     16	   5.0299E+03	   1.5431E-10	   2.4949E+01
     17	   5.0463E+03	   1.5475E-10	   2.4949E+01
     18	   5.0627E+03	   1.5629E-10	   2.4949E+01
     19	   5.0789E+03	   1.5741E-10	   2.4949E+01
     20	   5.0949E+03	   1.5904E-10	   2.4949E+01
     21	   5.1114E+03	   1.5959E-10	   2.4949E+01
     22	   5.1280E+03	   1.6117E-10	   2.4949E+01
     23	   5.1442E+03	   1.6151E-10	   2.4949E+01
     24	   5.1607E+03	   1.6331E-10	   2.4949E+01
     25	   5.1768E+03	   1.6447E-10	   2.4949E+01
     26	   5.1928E+03	   1.6624E-10	   2.4949E+01
     27	   5.2096E+03	   1.6688E-10	   2.4949E+01
     28	   5.2258E+03	   1.6898E-10	   2.4949E+01
     29	   5.2421E+03	   1.6941E-10	   2.4949E+01
     30	   5.2584E+03	   1.7107E-10	   2.4949E+01
     31	   5.2746E+03	   1.7162E-10	   2.4949E+01
     32	   5.2903E+03	   1.7352E-10	   2.4949E+01
     33	   5.3071E+03	   1.7385E-10	   2.4949E+01
     34	   5.3230E+03	   1.7571E-10	   2.4949E+01
     35	   5.3398E+03	   1.7614E-10	   2.4949E+01
     36	   5.3559E+03	   1.7805E-10	   2.4949E+01
     37	   5.3721E+03	   1.7882E-10	   2.4949E+01
     38	   5.3882E+03	   1.8054E-10	   2.4949E+01
     39	   5.4046E+03	   1.8083E-10	   2.4949E+01
     40	   5.4208E+03	   1.8240E-10	   2.4949E+01
     41	   5.4371E+03	   1.8288E-10	   2.4949E+01
     42	   5.4539E+03	   1.8449E-10	   2.4949E+01
     43	   5.4703E+03	   1.8495E-10	   2.4949E+01
     44	   5.4865E+03	   1.8656E-10	   2.4949E+01
     45	   5.5030E+03	   1.8701E-10	   2.4949E+01
     46	   5.5190E+03	   1.8875E-10	   2.4949E+01
     47	   5.5355E+03	   1.8912E-10	   2.4949E+01
     48	   5.5521E+03	   1.9081E-10	   2.4949E+01
     49	   5.5684E+03	   1.9148E-10	   2.4949E+01
     50	   5.5850E+03	   1.9293E-10	   2.4949E+01
     51	   5.6014E+03	   1.9332E-10	   2.4949E+01
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   4.7826E+03	   1.3621E-10	   2.4949E+01
      2	   4.8015E+03	   1.3622E-10	   2.4949E+01
      3	   4.8175E+03	   1.3673E-10	   2.4949E+01
      4	   4.8340E+03	   1.3901E-10	   2.4949E+01
      5	   4.8505E+03	   1.3946E-10	   2.4949E+01
      6	   4.8675E+03	   1.4170E-10	   2.4949E+01
      7	   4.8838E+03	   1.4317E-10	   2.4949E+01
      8	   4.9000E+03	   1.4458E-10	   2.4949E+01
      9	   4.9160E+03	   1.4534E-10	   2.4949E+01
     10	   4.9319E+03	   1.4654E-10	   2.4949E+01
     11	   4.9485E+03	   1.4762E-10	   2.4949E+01
     12	   4.9649E+03	   1.4911E-10	   2.4949E+01
     13	   4.9813E+03	   1.5026E-10	   2.4949E+01
     14	   4.9973E+03	   1.5188E-10	   2.4949E+01
     15	   5.0133E+03	   1.5241E-10	   2.4949E+01
     16	   5.0299E+03	   1.5431E-10	   2.4949E+01
     17	   5.0463E+03	   1.5475E-10	   2.4949E+01
     18	   5.0627E+03	   1.5629E-10	   2.4949E+01
     19	   5.0789E+03	   1.5741E-10	   2.4949E+01
     20	   5.0949E+03	   1.5904E-10	   2.4949E+01
     21	   5.1114E+03	   1.5959E-10	   2.4949E+01
     22	   5.1280E+03	   1.6117E-10	   2.4949E+01
     23	   5.1442E+03	   1.6151E-10	   2.4949E+01
     24	   5.1607E+03	   1.6331E-10	   2.4949E+01
     25	   5.1768E+03	   1.6447E-10	   2.4949E+01
     26	   5.1928E+03	   1.6624E-10	   2.4949E+01
     27	   5.2096E+03	   1.6688E-10	   2.4949E+01
     28	   5.2258E+03	   1.6898E-10	   2.4949E+01
     29	   5.2421E+03	   1.6941E-10	   2.4949E+01
     30	   5.2584E+03	   1.7107E-10	   2.4949E+01
     31	   5.2746E+03	   1.7162E-10	   2.4949E+01
     32	   5.2903E+03	   1.7352E-10	   2.4949E+01
     33	   5.3071E+03	   1.7385E-10	   2.4949E+01
     34	   5.3230E+03	   1.7571E-10	   2.4949E+01
     35	   5.3398E+03	   1.7614E-10	   2.4949E+01
     36	   5.3559E+03	   1.7805E-10	   2.4949E+01
     37	   5.3721E+03	   1.7882E-10	   2.4949E+01
     38	   5.3882E+03	   1.8054E-10	   2.4949E+01
     39	   5.4046E+03	   1.8083E-10	   2.4949E+01
     40	   5.4208E+03	   1.8240E-10	   2.4949E+01
     41	   5.4371E+03	   1.8288E-10	   2.4949E+01
     42	   5.4539E+03	   1.8449E-10	   2.4949E+01
     43	   5.4703E+03	   1.8495E-10	   2.4949E+01
     44	   5.4865E+03	   1.8656E-10	   2.4949E+01
     45	   5.5030E+03	   1.8701E-10	   2.4949E+01
     46	   5.5190E+03	   1.8875E-10	   2.4949E+01
     47	   5.5355E+03	   1.8912E-10	   2.4949E+01
     48	   5.5521E+03	   1.9081E-10	   2.4949E+01
     49	   5.5684E+03	   1.9148E-10	   2.4949E+01
     50	   5.5850E+03	   1.9293E-10	   2.4949E+01
     51	   5.6014E+03	   1.9332E-10	   2.4949E+01
--> 3D Scan started
Cycle   1 of   1
New Group "E-1" created. 
Creating Analysis-Plot failed: Analysis method "3D_Scan" not found
NewY:   -->       Line Scan   1 of  51
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   5.7355E+03	   1.2166E-10	   2.5004E+01
--> 3D Scan started
Cycle   1 of   1
New Group "E-1" created. 
Creating Analysis-Plot failed: Analysis method "3D_Scan" not found
NewY:   -->       Line Scan   1 of  51
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   5.8104E+03	   1.2268E-10	   2.5031E+01
NewY:   <--       Line Scan   2 of  51
      2	   5.8445E+03	   1.2325E-10	   2.5031E+01
NewY:   -->       Line Scan   3 of  51
      3	   5.8757E+03	   1.2342E-10	   2.5031E+01
NewY:   <--       Line Scan   4 of  51
      4	   5.9069E+03	   1.2612E-10	   2.5031E+01
NewY:   -->       Line Scan   5 of  51
      5	   5.9381E+03	   1.2641E-10	   2.5031E+01
NewY:   <--       Line Scan   6 of  51
      6	   5.9694E+03	   1.2921E-10	   2.5031E+01
NewY:   -->       Line Scan   7 of  51
      7	   6.0010E+03	   1.2974E-10	   2.5031E+01
NewY:   <--       Line Scan   8 of  51
      8	   6.0322E+03	   1.3212E-10	   2.5031E+01
NewY:   -->       Line Scan   9 of  51
      9	   6.0635E+03	   1.3219E-10	   2.5031E+01
NewY:   <--       Line Scan  10 of  51
     10	   6.0942E+03	   1.3413E-10	   2.5031E+01
NewY:   -->       Line Scan  11 of  51
     11	   6.1254E+03	   1.3515E-10	   2.5031E+01
NewY:   <--       Line Scan  12 of  51
     12	   6.1568E+03	   1.3772E-10	   2.5031E+01
NewY:   -->       Line Scan  13 of  51
     13	   6.1880E+03	   1.3832E-10	   2.5031E+01
NewY:   <--       Line Scan  14 of  51
     14	   6.2186E+03	   1.4056E-10	   2.5031E+01
NewY:   -->       Line Scan  15 of  51
     15	   6.2498E+03	   1.4067E-10	   2.5031E+01
NewY:   <--       Line Scan  16 of  51
     16	   6.2804E+03	   1.4337E-10	   2.5031E+01
NewY:   -->       Line Scan  17 of  51
     17	   6.3118E+03	   1.4321E-10	   2.5031E+01
NewY:   <--       Line Scan  18 of  51
     18	   6.3430E+03	   1.4571E-10	   2.5031E+01
NewY:   -->       Line Scan  19 of  51
     19	   6.3742E+03	   1.4584E-10	   2.5031E+01
NewY:   <--       Line Scan  20 of  51
     20	   6.4050E+03	   1.4821E-10	   2.5031E+01
NewY:   -->       Line Scan  21 of  51
     21	   6.4362E+03	   1.4843E-10	   2.5031E+01
NewY:   <--       Line Scan  22 of  51
     22	   6.4674E+03	   1.5092E-10	   2.5031E+01
NewY:   -->       Line Scan  23 of  51
     23	   6.4987E+03	   1.5099E-10	   2.5031E+01
NewY:   <--       Line Scan  24 of  51
     24	   6.5300E+03	   1.5346E-10	   2.5031E+01
NewY:   -->       Line Scan  25 of  51
     25	   6.5612E+03	   1.5445E-10	   2.5031E+01
NewY:   <--       Line Scan  26 of  51
     26	   6.5926E+03	   1.5689E-10	   2.5031E+01
NewY:   -->       Line Scan  27 of  51
     27	   6.6240E+03	   1.5741E-10	   2.5031E+01
NewY:   <--       Line Scan  28 of  51
     28	   6.6552E+03	   1.6017E-10	   2.5031E+01
NewY:   -->       Line Scan  29 of  51
     29	   6.6868E+03	   1.6050E-10	   2.5031E+01
NewY:   <--       Line Scan  30 of  51
     30	   6.7182E+03	   1.6270E-10	   2.5031E+01
NewY:   -->       Line Scan  31 of  51
     31	   6.7495E+03	   1.6312E-10	   2.5031E+01
NewY:   <--       Line Scan  32 of  51
     32	   6.7807E+03	   1.6583E-10	   2.5031E+01
NewY:   -->       Line Scan  33 of  51
     33	   6.8123E+03	   1.6582E-10	   2.5031E+01
NewY:   <--       Line Scan  34 of  51
     34	   6.8435E+03	   1.6828E-10	   2.5031E+01
NewY:   -->       Line Scan  35 of  51
     35	   6.8750E+03	   1.6877E-10	   2.5031E+01
NewY:   <--       Line Scan  36 of  51
     36	   6.9062E+03	   1.7132E-10	   2.5031E+01
NewY:   -->       Line Scan  37 of  51
     37	   6.9371E+03	   1.7226E-10	   2.5031E+01
NewY:   <--       Line Scan  38 of  51
     38	   6.9690E+03	   1.7476E-10	   2.5031E+01
NewY:   -->       Line Scan  39 of  51
     39	   7.0001E+03	   1.7521E-10	   2.5031E+01
NewY:   <--       Line Scan  40 of  51
     40	   7.0318E+03	   1.7744E-10	   2.5031E+01
NewY:   -->       Line Scan  41 of  51
     41	   7.0631E+03	   1.7793E-10	   2.5031E+01
NewY:   <--       Line Scan  42 of  51
     42	   7.0943E+03	   1.8019E-10	   2.5031E+01
NewY:   -->       Line Scan  43 of  51
     43	   7.1257E+03	   1.8064E-10	   2.5031E+01
NewY:   <--       Line Scan  44 of  51
     44	   7.1570E+03	   1.8282E-10	   2.5031E+01
NewY:   -->       Line Scan  45 of  51
     45	   7.1884E+03	   1.8336E-10	   2.5031E+01
NewY:   <--       Line Scan  46 of  51
     46	   7.2194E+03	   1.8557E-10	   2.5031E+01
NewY:   -->       Line Scan  47 of  51
     47	   7.2507E+03	   1.8616E-10	   2.5031E+01
NewY:   <--       Line Scan  48 of  51
     48	   7.2822E+03	   1.8832E-10	   2.5031E+01
NewY:   -->       Line Scan  49 of  51
     49	   7.3135E+03	   1.8892E-10	   2.5031E+01
NewY:   <--       Line Scan  50 of  51
     50	   7.3445E+03	   1.9079E-10	   2.5031E+01
NewY:   -->       Line Scan  51 of  51
     51	   7.3760E+03	   1.9116E-10	   2.5031E+01
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   5.7355E+03	   1.2166E-10	   2.5004E+01
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   5.8104E+03	   1.2268E-10	   2.5031E+01
      2	   5.8445E+03	   1.2325E-10	   2.5031E+01
      3	   5.8757E+03	   1.2342E-10	   2.5031E+01
      4	   5.9069E+03	   1.2612E-10	   2.5031E+01
      5	   5.9381E+03	   1.2641E-10	   2.5031E+01
      6	   5.9694E+03	   1.2921E-10	   2.5031E+01
      7	   6.0010E+03	   1.2974E-10	   2.5031E+01
      8	   6.0322E+03	   1.3212E-10	   2.5031E+01
      9	   6.0635E+03	   1.3219E-10	   2.5031E+01
     10	   6.0942E+03	   1.3413E-10	   2.5031E+01
     11	   6.1254E+03	   1.3515E-10	   2.5031E+01
     12	   6.1568E+03	   1.3772E-10	   2.5031E+01
     13	   6.1880E+03	   1.3832E-10	   2.5031E+01
     14	   6.2186E+03	   1.4056E-10	   2.5031E+01
     15	   6.2498E+03	   1.4067E-10	   2.5031E+01
     16	   6.2804E+03	   1.4337E-10	   2.5031E+01
     17	   6.3118E+03	   1.4321E-10	   2.5031E+01
     18	   6.3430E+03	   1.4571E-10	   2.5031E+01
     19	   6.3742E+03	   1.4584E-10	   2.5031E+01
     20	   6.4050E+03	   1.4821E-10	   2.5031E+01
     21	   6.4362E+03	   1.4843E-10	   2.5031E+01
     22	   6.4674E+03	   1.5092E-10	   2.5031E+01
     23	   6.4987E+03	   1.5099E-10	   2.5031E+01
     24	   6.5300E+03	   1.5346E-10	   2.5031E+01
     25	   6.5612E+03	   1.5445E-10	   2.5031E+01
     26	   6.5926E+03	   1.5689E-10	   2.5031E+01
     27	   6.6240E+03	   1.5741E-10	   2.5031E+01
     28	   6.6552E+03	   1.6017E-10	   2.5031E+01
     29	   6.6868E+03	   1.6050E-10	   2.5031E+01
     30	   6.7182E+03	   1.6270E-10	   2.5031E+01
     31	   6.7495E+03	   1.6312E-10	   2.5031E+01
     32	   6.7807E+03	   1.6583E-10	   2.5031E+01
     33	   6.8123E+03	   1.6582E-10	   2.5031E+01
     34	   6.8435E+03	   1.6828E-10	   2.5031E+01
     35	   6.8750E+03	   1.6877E-10	   2.5031E+01
     36	   6.9062E+03	   1.7132E-10	   2.5031E+01
     37	   6.9371E+03	   1.7226E-10	   2.5031E+01
     38	   6.9690E+03	   1.7476E-10	   2.5031E+01
     39	   7.0001E+03	   1.7521E-10	   2.5031E+01
     40	   7.0318E+03	   1.7744E-10	   2.5031E+01
     41	   7.0631E+03	   1.7793E-10	   2.5031E+01
     42	   7.0943E+03	   1.8019E-10	   2.5031E+01
     43	   7.1257E+03	   1.8064E-10	   2.5031E+01
     44	   7.1570E+03	   1.8282E-10	   2.5031E+01
     45	   7.1884E+03	   1.8336E-10	   2.5031E+01
     46	   7.2194E+03	   1.8557E-10	   2.5031E+01
     47	   7.2507E+03	   1.8616E-10	   2.5031E+01
     48	   7.2822E+03	   1.8832E-10	   2.5031E+01
     49	   7.3135E+03	   1.8892E-10	   2.5031E+01
     50	   7.3445E+03	   1.9079E-10	   2.5031E+01
     51	   7.3760E+03	   1.9116E-10	   2.5031E+01
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   5.8104E+03	   1.2268E-10	   2.5031E+01
      2	   5.8445E+03	   1.2325E-10	   2.5031E+01
      3	   5.8757E+03	   1.2342E-10	   2.5031E+01
      4	   5.9069E+03	   1.2612E-10	   2.5031E+01
      5	   5.9381E+03	   1.2641E-10	   2.5031E+01
      6	   5.9694E+03	   1.2921E-10	   2.5031E+01
      7	   6.0010E+03	   1.2974E-10	   2.5031E+01
      8	   6.0322E+03	   1.3212E-10	   2.5031E+01
      9	   6.0635E+03	   1.3219E-10	   2.5031E+01
     10	   6.0942E+03	   1.3413E-10	   2.5031E+01
     11	   6.1254E+03	   1.3515E-10	   2.5031E+01
     12	   6.1568E+03	   1.3772E-10	   2.5031E+01
     13	   6.1880E+03	   1.3832E-10	   2.5031E+01
     14	   6.2186E+03	   1.4056E-10	   2.5031E+01
     15	   6.2498E+03	   1.4067E-10	   2.5031E+01
     16	   6.2804E+03	   1.4337E-10	   2.5031E+01
     17	   6.3118E+03	   1.4321E-10	   2.5031E+01
     18	   6.3430E+03	   1.4571E-10	   2.5031E+01
     19	   6.3742E+03	   1.4584E-10	   2.5031E+01
     20	   6.4050E+03	   1.4821E-10	   2.5031E+01
     21	   6.4362E+03	   1.4843E-10	   2.5031E+01
     22	   6.4674E+03	   1.5092E-10	   2.5031E+01
     23	   6.4987E+03	   1.5099E-10	   2.5031E+01
     24	   6.5300E+03	   1.5346E-10	   2.5031E+01
     25	   6.5612E+03	   1.5445E-10	   2.5031E+01
     26	   6.5926E+03	   1.5689E-10	   2.5031E+01
     27	   6.6240E+03	   1.5741E-10	   2.5031E+01
     28	   6.6552E+03	   1.6017E-10	   2.5031E+01
     29	   6.6868E+03	   1.6050E-10	   2.5031E+01
     30	   6.7182E+03	   1.6270E-10	   2.5031E+01
     31	   6.7495E+03	   1.6312E-10	   2.5031E+01
     32	   6.7807E+03	   1.6583E-10	   2.5031E+01
     33	   6.8123E+03	   1.6582E-10	   2.5031E+01
     34	   6.8435E+03	   1.6828E-10	   2.5031E+01
     35	   6.8750E+03	   1.6877E-10	   2.5031E+01
     36	   6.9062E+03	   1.7132E-10	   2.5031E+01
     37	   6.9371E+03	   1.7226E-10	   2.5031E+01
     38	   6.9690E+03	   1.7476E-10	   2.5031E+01
     39	   7.0001E+03	   1.7521E-10	   2.5031E+01
     40	   7.0318E+03	   1.7744E-10	   2.5031E+01
     41	   7.0631E+03	   1.7793E-10	   2.5031E+01
     42	   7.0943E+03	   1.8019E-10	   2.5031E+01
     43	   7.1257E+03	   1.8064E-10	   2.5031E+01
     44	   7.1570E+03	   1.8282E-10	   2.5031E+01
     45	   7.1884E+03	   1.8336E-10	   2.5031E+01
     46	   7.2194E+03	   1.8557E-10	   2.5031E+01
     47	   7.2507E+03	   1.8616E-10	   2.5031E+01
     48	   7.2822E+03	   1.8832E-10	   2.5031E+01
     49	   7.3135E+03	   1.8892E-10	   2.5031E+01
     50	   7.3445E+03	   1.9079E-10	   2.5031E+01
     51	   7.3760E+03	   1.9116E-10	   2.5031E+01
--> 3D Scan started
Cycle   1 of   1
New Group "E-1" created. 
Creating Analysis-Plot failed: Analysis method "3D_Scan" not found
NewY:   -->       Line Scan   1 of  51
Sweep #	     Timer[s]	    I(tip)[A]	      Temp[C]
      1	   7.5045E+03	   1.1409E-10	   2.5002E+01
NewY:   -->       Line Scan   2 of  51
      2	   7.5395E+03	   1.1651E-10	   2.5002E+01
NewY:   -->       Line Scan   3 of  51
      3	   7.5715E+03	   1.1834E-10	   2.5002E+01
NewY:   -->       Line Scan   4 of  51
      4	   7.6032E+03	   1.2113E-10	   2.5002E+01
NewY:   -->       Line Scan   5 of  51
      5	   7.6350E+03	   1.2283E-10	   2.5002E+01
NewY:   -->       Line Scan   6 of  51
      6	   7.6665E+03	   1.2561E-10	   2.5002E+01
NewY:   -->       Line Scan   7 of  51
      7	   7.6982E+03	   1.2817E-10	   2.5002E+01
NewY:   -->       Line Scan   8 of  51
      8	   7.7300E+03	   1.3030E-10	   2.5002E+01
NewY:   -->       Line Scan   9 of  51
      9	   7.7617E+03	   1.3214E-10	   2.5002E+01
NewY:   -->       Line Scan  10 of  51
     10	   7.7936E+03	   1.3405E-10	   2.5002E+01
NewY:   -->       Line Scan  11 of  51
     11	   7.8252E+03	   1.3662E-10	   2.5002E+01
NewY:   -->       Line Scan  12 of  51
     12	   7.8569E+03	   1.3841E-10	   2.5002E+01
NewY:   -->       Line Scan  13 of  51
     13	   7.8890E+03	   1.4025E-10	   2.5002E+01
NewY:   -->       Line Scan  14 of  51
     14	   7.9205E+03	   1.4163E-10	   2.5002E+01
NewY:   -->       Line Scan  15 of  51
     15	   7.9523E+03	   1.4327E-10	   2.5002E+01
NewY:   -->       Line Scan  16 of  51
     16	   7.9837E+03	   1.4505E-10	   2.5002E+01
NewY:   -->       Line Scan  17 of  51
     17	   8.0153E+03	   1.4660E-10	   2.5002E+01
NewY:   -->       Line Scan  18 of  51
     18	   8.0467E+03	   1.4777E-10	   2.5002E+01
NewY:   -->       Line Scan  19 of  51
     19	   8.0785E+03	   1.4891E-10	   2.5002E+01
NewY:   -->       Line Scan  20 of  51
     20	   8.1101E+03	   1.5031E-10	   2.5002E+01
NewY:   -->       Line Scan  21 of  51
     21	   8.1416E+03	   1.5172E-10	   2.5002E+01
NewY:   -->       Line Scan  22 of  51
     22	   8.1733E+03	   1.5304E-10	   2.5002E+01
NewY:   -->       Line Scan  23 of  51
     23	   8.2046E+03	   1.5418E-10	   2.5002E+01
NewY:   -->       Line Scan  24 of  51
     24	   8.2369E+03	   1.5567E-10	   2.5002E+01
NewY:   -->       Line Scan  25 of  51
     25	   8.2689E+03	   1.5770E-10	   2.5002E+01
NewY:   -->       Line Scan  26 of  51
     26	   8.3004E+03	   1.5917E-10	   2.5002E+01
NewY:   -->       Line Scan  27 of  51
     27	   8.3322E+03	   1.6095E-10	   2.5002E+01
NewY:   -->       Line Scan  28 of  51
     28	   8.3641E+03	   1.6253E-10	   2.5002E+01
NewY:   -->       Line Scan  29 of  51
     29	   8.3957E+03	   1.6429E-10	   2.5002E+01
NewY:   -->       Line Scan  30 of  51
     30	   8.4271E+03	   1.6561E-10	   2.5002E+01
